id_tipo_empleado,nombre,correo,telefono,dui,salario
1,Quincey Brightey,qbrightey9c@youku.com,+50372436691,16324718-2,744.5
4,Gerardo Guenther,gguenther9d@facebook.com,+50379663613,23484450-2,1124.87
3,Gregoor Fuke,gfuke9e@mashable.com,+50372622175,04933024-5,1119.46
1,Eziechiele Ashwell,eashwell9f@adobe.com,+50325117698,29240367-0,1134.45
2,Cirillo Deschelle,cdeschelle9g@comsenz.com,+50326819626,05290953-4,843.71
10,Daphene Dwane,ddwane9h@paginegialle.it,+50366225682,74723120-4,675.55
2,Renado Buxcy,rbuxcy9i@google.com.hk,+50361352938,00722161-8,522.42
9,Drew Shakle,dshakle9j@mit.edu,+50368466989,45327639-5,1360.18
9,Dorthy Le Barre,dle9k@illinois.edu,+50366682971,89270397-7,827.91
9,Franklin Dytham,fdytham9l@zimbio.com,+50325854141,78425429-7,567.56
9,Larissa Tearle,ltearle9m@sakura.ne.jp,+50373427829,49051922-6,383.17
6,Pasquale Wheelhouse,pwheelhouse9n@narod.ru,+50327464350,26702421-6,1329.69
10,Addia Shenton,ashenton9o@patch.com,+50328587175,67608012-8,869.19
8,Evin Le Marchant,ele9p@cafepress.com,+50375157693,01533427-3,673.17
7,Arne Evanson,aevanson9q@drupal.org,+50378128140,93810407-7,1483.46
6,Guillaume McGeachey,gmcgeachey9r@irs.gov,+50328088855,51163718-0,770.83
3,Honey Cleevely,hcleevely9s@reverbnation.com,+50360508245,83232317-9,1142.27
8,Nealy Brecknell,nbrecknell9t@typepad.com,+50322779567,57239957-7,636.29
6,Fairleigh Simanek,fsimanek9u@soup.io,+50360463542,55791506-1,668.23
5,Elli Pickton,epickton9v@bbb.org,+50363931780,88123813-7,379.16
4,Gawen Jindrich,gjindrich9w@ox.ac.uk,+50377520972,22361285-0,1438.17
5,Amery Castelyn,acastelyn9x@toplist.cz,+50323666265,62305343-9,535.35
5,Andris Ibbott,aibbott9y@examiner.com,+50369496224,32189364-1,1099.11
6,Gertie Cardall,gcardall9z@wordpress.com,+50329454199,44546817-3,1461.49
6,Paolina Heaps,pheapsa0@cdc.gov,+50364187508,66918601-7,993.89
9,Alexei Richmont,arichmonta1@google.nl,+50324892075,24907499-4,816.5
6,Shelly Lagadu,slagadua2@last.fm,+50324174383,59715526-8,566.58
7,Valentijn Rollett,vrolletta3@zimbio.com,+50377664268,24849880-1,595.68
7,Lamond Ernke,lernkea4@uiuc.edu,+50376564261,37987915-8,462.12
10,Randall Edmans,redmansa5@narod.ru,+50320597987,16884141-2,393.54
6,Maurice Eastment,meastmenta6@chronoengine.com,+50360177732,84866484-7,1432.07
3,Garik Syphas,gsyphasa7@w3.org,+50360526775,77708807-7,1473.67
10,Basilio Manjot,bmanjota8@gov.uk,+50366096153,89342742-7,427.82
7,Aldridge Niven,anivena9@stanford.edu,+50364972448,10928822-1,1334.94
4,Amitie Haxell,ahaxellaa@blogs.com,+50328771587,01157561-1,549.91
6,Meggie McClean,mmccleanab@europa.eu,+50322636675,49245929-7,872.53
10,Rupert Anear,ranearac@businessinsider.com,+50366549590,81835697-6,793.49
5,Katine Hatchard,khatchardad@arstechnica.com,+50375818969,76230780-5,549.07
4,Donielle Chidgey,dchidgeyae@ca.gov,+50371154640,17425958-7,1259.6
6,Nertie McGrotty,nmcgrottyaf@intel.com,+50323918824,37003680-8,1171.02
8,Lizzy Scrimshaw,lscrimshawag@t.co,+50323074124,96196611-7,460.72
2,Georgi Douce,gdouceah@seesaa.net,+50364403933,19548598-6,958.97
1,Gae Blankenship,gblankenshipai@cornell.edu,+50373629447,78083009-2,397.94
2,Von Whitefoot,vwhitefootaj@woothemes.com,+50320829145,55885800-8,973.67
9,Sile Jirka,sjirkaak@about.me,+50376865365,10542439-2,1307.38
3,Randell Cordingly,rcordinglyal@earthlink.net,+50322370326,50504268-5,489.29
2,Eimile Shory,eshoryam@altervista.org,+50325670811,43453114-1,775.17
7,Saleem Rowlings,srowlingsan@shareasale.com,+50375964872,72211746-3,1275.66
4,Nina McCreary,nmccrearyao@baidu.com,+50365917419,38956973-8,436.51
8,Carolina Tomasik,ctomasikap@paypal.com,+50328227602,97585968-8,1147.88
10,Vonnie Keddie,vkeddieaq@amazon.co.jp,+50363475887,22202683-8,1179.8
10,Gaston Bleackley,gbleackleyar@hibu.com,+50327659197,44466065-4,1323.49
7,Fanya Starkie,fstarkieas@paypal.com,+50366583474,20782733-7,1324.47
5,Wilbur Lamberth,wlamberthat@upenn.edu,+50329319926,99957196-4,1100.94
1,Devonne Nickless,dnicklessau@rediff.com,+50372042489,89145692-2,1028.22
6,Lu Vernazza,lvernazzaav@reuters.com,+50321531553,62629292-9,527.41
5,Kaleena Patient,kpatientaw@theglobeandmail.com,+50373594290,40399456-5,1324.96
8,Ronni Ourtic,rourticax@phoca.cz,+50368174346,62628971-2,980.95
1,Hewett Tomlin,htomlinay@alibaba.com,+50366620569,62959047-8,826.03
2,Howie Veelers,hveelersaz@eventbrite.com,+50320747695,69187888-7,1474.0
7,Lindi Shiril,lshirilb0@biglobe.ne.jp,+50329116067,16600945-2,1049.75
7,Gaile Dunnico,gdunnicob1@google.com.br,+50322601973,90297027-8,1407.73
5,Angelique Houdmont,ahoudmontb2@google.nl,+50321866569,96423809-6,664.69
10,Hesther Kahane,hkahaneb3@163.com,+50360489783,67098092-2,1114.61
3,Verna Husselbee,vhusselbeeb4@dot.gov,+50370485459,54538959-8,1316.14
10,Tricia Eager,teagerb5@dedecms.com,+50328770221,64807574-7,1348.4
9,Hedvige Tomaszczyk,htomaszczykb6@dagondesign.com,+50369149625,45069989-9,818.25
1,Murdoch Arsmith,marsmithb7@sciencedirect.com,+50371016855,08268741-8,1245.92
1,Renaldo Rockwell,rrockwellb8@blogtalkradio.com,+50362619188,79520425-0,546.28
2,Corrine Blick,cblickb9@senate.gov,+50379642438,28328870-6,390.45
5,Bev Allflatt,ballflattba@zimbio.com,+50321172436,48986249-3,885.48
10,Kippie Hasely,khaselybb@seattletimes.com,+50324501003,48701030-7,783.16
8,Morris Parmby,mparmbybc@buzzfeed.com,+50325162377,53232843-4,1436.27
6,Bartholemy McCallister,bmccallisterbd@elegantthemes.com,+50377430901,51253872-0,1446.83
6,Rubi Gustus,rgustusbe@hc360.com,+50364821365,03103455-4,980.83
1,Devina Mossman,dmossmanbf@nationalgeographic.com,+50377959870,72075073-3,1075.52
10,Lynna Borthwick,lborthwickbg@sitemeter.com,+50369616138,50194439-9,1246.29
4,Cob Goford,cgofordbh@archive.org,+50379567875,00107510-4,1013.43
8,Doro Peteri,dpeteribi@vimeo.com,+50369451693,34260805-5,1107.53
2,Madelina Dodworth,mdodworthbj@whitehouse.gov,+50370968498,41371046-1,622.89
8,Betty Shevell,bshevellbk@ed.gov,+50364940960,16593964-3,1079.65
6,Valeda Waldie,vwaldiebl@parallels.com,+50324910316,88085243-3,795.52
2,Avie Domican,adomicanbm@technorati.com,+50327111171,03417570-3,456.26
10,Douglass De la croix,ddebn@slideshare.net,+50379298123,09110303-4,895.87
9,Evey O'Crevy,eocrevybo@cnbc.com,+50362850647,83017093-2,400.36
7,Mandel Antyshev,mantyshevbp@posterous.com,+50327795072,23056864-1,813.44
6,Iseabal Vogeler,ivogelerbq@hud.gov,+50362944851,65042671-0,911.74
3,Ardella Wicken,awickenbr@360.cn,+50367131096,75519845-9,1007.54
8,Larissa Lecordier,llecordierbs@bluehost.com,+50375981512,05973555-8,561.29
1,Helsa Whyatt,hwhyattbt@usda.gov,+50361268361,15354766-5,784.27
7,Pietra Giacovelli,pgiacovellibu@cocolog-nifty.com,+50375135878,67537638-0,660.83
3,Drucie Forkan,dforkanbv@state.tx.us,+50328813500,24928469-9,954.1
4,Maryjo Hubberstey,mhubbersteybw@statcounter.com,+50379588607,69578509-4,1197.39
5,Bambie Noakes,bnoakesbx@virginia.edu,+50361361173,47224912-9,1269.08
6,Maud Bagot,mbagotby@etsy.com,+50379582907,72243450-0,1057.64
9,Jozef Leeson,jleesonbz@google.cn,+50326677903,33872126-6,762.23
5,Gabriela Bartleman,gbartlemanc0@addtoany.com,+50327148353,49018244-3,1398.11
5,Florance McKeran,fmckeranc1@skype.com,+50329351225,57184834-7,379.18
1,Jeffrey Wayvill,jwayvillc2@i2i.jp,+50375333938,38015668-1,1355.7
2,Vale Draxford,vdraxfordc3@chicagotribune.com,+50324339234,61600545-0,379.05
3,Simmonds Camblin,scamblinc4@hostgator.com,+50327380761,45068673-1,1497.76
8,Alberto Jeynes,ajeynesc5@a8.net,+50360261902,87305285-6,1306.76
3,Kristan Lording,klordingc6@answers.com,+50370474656,71876182-0,1436.88
5,Hyacinthie Mogg,hmoggc7@cyberchimps.com,+50326311562,10546884-2,703.73
7,Ferdie Laidler,flaidlerc8@mapy.cz,+50321424632,28119304-7,548.44
8,Gerick Speares,gspearesc9@xrea.com,+50367520773,18802384-2,1354.03
3,Michele Cory,mcoryca@opensource.org,+50328123926,33643759-8,553.97
9,Brook Shipp,bshippcb@soup.io,+50377239598,97600532-6,1393.67
3,Meagan Minichillo,mminichillocc@virginia.edu,+50375930221,59636746-5,835.8
3,Valli Fernihough,vfernihoughcd@twitpic.com,+50370274448,86144932-7,1463.03
4,Pamella Brumham,pbrumhamce@miitbeian.gov.cn,+50323594865,41472976-7,777.19
8,Dedie Cummine,dcumminecf@dion.ne.jp,+50322475643,22394475-0,966.37
4,Winnie Mankor,wmankorcg@google.com.au,+50374668737,28732680-6,1001.45
5,Shalom Heifer,sheiferch@vinaora.com,+50366663660,16054891-4,1116.87
8,Heall Harbage,hharbageci@cyberchimps.com,+50326341611,40256646-1,1426.38
7,Betteanne De Vaan,bdecj@miibeian.gov.cn,+50368298343,27542051-9,809.32
9,Ingamar Utting,iuttingck@mail.ru,+50369053268,72398770-5,673.27
7,Octavia Teall,oteallcl@jimdo.com,+50323562407,82629026-3,1167.39
4,Lynnelle Scholtis,lscholtiscm@newyorker.com,+50325593784,53068512-2,878.02
1,Herculie Hammond,hhammondcn@goodreads.com,+50327174730,31457377-9,1069.69
8,Meta Carradice,mcarradiceco@webnode.com,+50363284596,14394064-5,1217.15
8,Maribel Simukov,msimukovcp@webs.com,+50371193269,20465070-1,756.05
3,Darda Glenn,dglenncq@dell.com,+50323273867,48993504-1,839.33
5,Eustacia Domke,edomkecr@t-online.de,+50322134708,86798709-2,1257.12
6,Alejandra Geistbeck,ageistbeckcs@delicious.com,+50372974473,48244467-3,958.14
9,Corty Grayland,cgraylandct@springer.com,+50321467203,36613236-3,553.42
7,Nevins Tender,ntendercu@ed.gov,+50321146147,62283040-1,555.77
8,Saunder Cleef,scleefcv@bloglovin.com,+50368887102,70187880-6,1082.34
7,Puff Normabell,pnormabellcw@huffingtonpost.com,+50322665685,97695412-8,613.41
8,Noll Staddart,nstaddartcx@g.co,+50371917458,78554880-0,1055.9
1,Winn McKibbin,wmckibbincy@netlog.com,+50324585948,28605056-3,1079.67
6,Oliy Coyne,ocoynecz@usgs.gov,+50376374699,58851712-5,826.45
4,Marsh Ewing,mewingd0@edublogs.org,+50366785512,97812159-8,1334.06
1,Rosene Viel,rvield1@businesswire.com,+50370995660,51083357-9,587.37
7,Kareem Lummasana,klummasanad2@wunderground.com,+50327066628,11676316-6,399.19
5,Garth Stairmond,gstairmondd3@sphinn.com,+50373644980,42798828-9,842.06
5,Tim Campbell-Dunlop,tcampbelldunlopd4@oracle.com,+50369340354,74623569-8,1320.56
4,Griselda Cottam,gcottamd5@pagesperso-orange.fr,+50327515814,22509115-6,1068.73
7,Kaitlynn Whiskin,kwhiskind6@netvibes.com,+50368178399,22714299-1,907.67
1,Hayley Leggen,hleggend7@pen.io,+50324714749,96443119-9,506.04
9,Davey Sayer,dsayerd8@lulu.com,+50376869665,42944533-0,1227.61
10,Lethia Walewicz,lwalewiczd9@cnn.com,+50329061067,88048804-6,1201.11
4,Prudi Kabos,pkabosda@about.me,+50362425252,26746984-4,554.55
4,Davide Strutton,dstruttondb@nifty.com,+50376832102,89207817-7,786.81
5,Carolynn Overbury,coverburydc@hp.com,+50327962481,60868980-7,774.55
6,Carlene Eccott,ceccottdd@google.es,+50364812846,28088243-4,1154.53
6,Dionne Quested,dquestedde@i2i.jp,+50327235044,99396981-9,736.5
2,Elysha Haddy,ehaddydf@wiley.com,+50378840397,33503231-8,1143.18
2,Lorrie Raiston,lraistondg@mediafire.com,+50364267134,80936224-1,750.96
5,Roley Concannon,rconcannondh@tmall.com,+50370692623,44505250-3,1438.78
8,Dionis Szymanowicz,dszymanowiczdi@globo.com,+50378504025,60937695-8,1306.97
10,Jinny Paddle,jpaddledj@ibm.com,+50372287517,77710521-8,1046.5
7,Caterina Gladtbach,cgladtbachdk@surveymonkey.com,+50365419235,02320897-4,1127.98
8,Taylor Medler,tmedlerdl@cdbaby.com,+50322484169,97877850-4,611.43
4,Sylvester Blesli,sbleslidm@icq.com,+50366322565,94494930-8,1212.4
5,Dietrich Blurton,dblurtondn@tripod.com,+50369921998,10780133-8,1392.93
3,Jory Gilliard,jgilliarddo@edublogs.org,+50368469693,02742106-3,880.96
3,Tristam Norvell,tnorvelldp@flickr.com,+50367693203,59169307-5,1312.39
10,Delila Judkin,djudkindq@elpais.com,+50379612493,40030889-9,1171.92
7,Daphene Guiot,dguiotdr@chron.com,+50324247063,84105225-6,566.23
7,Vergil Kaesmakers,vkaesmakersds@usnews.com,+50321245027,01877196-1,1105.93
5,Reece Grayer,rgrayerdt@imgur.com,+50369740950,02703139-4,409.5
3,Conrad Hailston,chailstondu@mtv.com,+50323792618,97784575-4,1068.21
10,Cookie O'Doghesty,codoghestydv@slate.com,+50367203576,70440065-1,1261.47
6,Kaycee Spandley,kspandleydw@flickr.com,+50327032028,69773691-4,896.63
7,Franzen Kermott,fkermottdx@so-net.ne.jp,+50325571713,98530068-5,512.57
6,Orelie MacCorley,omaccorleydy@angelfire.com,+50366428982,73876041-6,542.6
3,Winni Fearn,wfearndz@usatoday.com,+50369144004,83906697-0,867.01
8,Lynnette Benoi,lbenoie0@cocolog-nifty.com,+50372849480,17021309-7,1052.15
4,Essa Haster,ehastere1@technorati.com,+50361958648,58227768-8,402.37
9,Stevana Hinckesman,shinckesmane2@ihg.com,+50366525119,16150905-4,1133.4
3,Adel Earengey,aearengeye3@cam.ac.uk,+50365919202,76223965-0,618.16
1,Aleece Collar,acollare4@rakuten.co.jp,+50378577319,75430141-6,1322.87
3,Kati Branca,kbrancae5@businessweek.com,+50324084720,59473166-4,745.14
7,Egbert Brayley,ebrayleye6@google.de,+50372575548,93696957-9,1369.74
5,Gloriana Delmage,gdelmagee7@businessinsider.com,+50327975023,20931938-3,1122.9
10,Zachary Reside,zresidee8@abc.net.au,+50373232545,33069912-9,1497.26
2,Delcine McKibbin,dmckibbine9@slashdot.org,+50369972514,37285636-2,599.93
6,Dodie Chamberlin,dchamberlinea@reuters.com,+50326976337,29191074-9,1332.81
2,Forster Offell,foffelleb@google.nl,+50326187034,47614453-8,1485.79
2,Quintin Bradbeer,qbradbeerec@imdb.com,+50324836355,96243220-8,381.28
5,Kingsley Brazier,kbraziered@yellowbook.com,+50361529144,22191552-9,1213.01
2,Dulcine Goodrum,dgoodrumee@tripod.com,+50324012840,19877801-5,1454.99
4,Ruy Coping,rcopingef@tmall.com,+50371533326,01103602-4,1324.28
7,Darlleen Wildber,dwildbereg@zdnet.com,+50374123865,27007574-9,1049.65
9,Gaby Poff,gpoffeh@g.co,+50324178346,00887772-0,828.27
3,Merrill Olkowicz,molkowiczei@timesonline.co.uk,+50369893032,78200894-7,1087.18
10,Winona Kasparski,wkasparskiej@shop-pro.jp,+50371242198,94748203-5,1024.66
5,Junina Manhare,jmanhareek@npr.org,+50379633261,01268276-0,1280.38
2,Erwin Lebourn,elebournel@economist.com,+50364922405,79422142-8,1193.0
7,Franciskus Enoksson,fenokssonem@twitter.com,+50367293717,73309862-2,1328.67
5,Ogden Timmes,otimmesen@dot.gov,+50323615344,17038660-7,379.41
5,Tildie Thumann,tthumanneo@army.mil,+50369237519,71681871-0,1416.0
1,Richie Lezemere,rlezemereep@nature.com,+50323258928,71092828-7,1077.4
3,Jobey Scoggan,jscogganeq@newsvine.com,+50369305301,57691413-9,507.01
2,Bone Warwick,bwarwicker@t-online.de,+50369109089,95987580-7,1472.01
3,Catha Cristofano,ccristofanoes@1und1.de,+50363878395,22211408-3,1413.88
2,Jeniece Wormell,jwormellet@spiegel.de,+50366827024,99175148-2,1411.33
7,Townsend Duell,tduelleu@yellowbook.com,+50372443241,98834932-3,441.46
6,Anthe Gerbl,agerblev@scientificamerican.com,+50371839748,27105692-4,519.33
10,Yankee Tosh,ytoshew@4shared.com,+50375066317,83558146-3,1439.38
6,Culver Exelby,cexelbyex@msu.edu,+50365917373,85913529-7,533.96
8,Gerrie Linskey,glinskeyey@nytimes.com,+50328060666,31610106-4,769.92
5,Murray Skudder,mskudderez@macromedia.com,+50368342940,23988760-4,1456.45
1,Lolly Andrioletti,landriolettif0@google.ca,+50324528163,75420101-1,982.06
4,Brandice Hinks,bhinksf1@senate.gov,+50376459732,82003664-6,812.73
2,Milly Sperry,msperryf2@qq.com,+50369224277,31949597-1,628.47
3,Marlene Pettet,mpettetf3@dagondesign.com,+50377529306,59396238-7,1354.09
1,Karin Cuardall,kcuardallf4@posterous.com,+50326965575,40757338-3,431.47
2,Thibaud Wederell,twederellf5@fotki.com,+50326246568,18419700-1,782.38
6,Millicent Eldridge,meldridgef6@vinaora.com,+50377775469,19642641-2,541.58
2,Glynis Boarer,gboarerf7@shop-pro.jp,+50377965309,73689838-9,734.73
8,Cos Beckham,cbeckhamf8@blogger.com,+50363998724,79674198-6,884.15
8,Ab Partridge,apartridgef9@skyrock.com,+50376579238,39620785-2,1229.74
